  Energy  39.57K_10T  39.59K_7T  39.575K_5T  39.59K_3T  19.29K_10T  19.295K_7T  19.3K_5T  19.31K_3T  9.775K_10T  9.78K_7T  9.795K_5T   9.8K_3T  4.995K_10T  5.02K_7T  5.055K_5T  5.04K_3T  2.68K_10T  2.62K_7T  2.64K_5T  2.63K_3T
11494.25     -3.4683     1.9472      0.0412    -0.9722    161.4656    121.8544   92.0981    54.9038    376.2951  300.4968   230.3356  146.6352    464.6491  370.8138   286.0290  179.4239   479.4177  382.6295  293.6486  184.5074
11507.48    -18.2108   -15.2117     -8.6425    -4.4712    139.5854    110.1313   81.2010    49.2831    356.3804  286.9207   221.6135  137.1825    441.7484  359.6054   274.6234  175.7319   461.9282  370.4763  284.5057  178.1621
11520.74    -36.7659   -22.8350    -16.4242    -8.2476    114.8911     91.7077   68.7256    45.1823    334.6922  273.7462   209.6761  130.4890    423.0327  343.7704   263.1621  168.8835   437.6005  357.8173  271.1110  168.8576
11534.03    -56.9468   -41.3929    -28.5421   -16.1514     92.6634     74.5628   58.1971    33.9464    310.1132  254.1048   193.4119  126.0644    402.7164  328.9087   256.6729  161.3555   416.6205  342.5632  264.7124  168.0953
11547.34    -79.1528   -51.7578    -36.2043   -23.8315     65.6016     52.8942   42.7452    24.6014    284.9101  239.3214   182.0591  114.2151    379.8805  316.7695   243.6343  150.8422   401.8164  325.7405  256.3027  158.1688
11560.69    -97.6342   -67.0807    -43.5309   -28.8506     37.5813     34.1187   29.9738    20.4523    264.0835  220.7488   175.8310  109.2523    359.2181  299.1148   236.7358  148.3707   377.7421  315.6497  242.2604  155.4266
11574.07   -112.5395   -76.8842    -57.1145   -33.4525     11.2498     17.1180   18.5656    11.6010    241.4018  203.4525   160.8359  101.8839    340.3476  286.9504   225.0310  140.5475   358.0378  303.3492  236.7334  148.2441
11587.49   -130.9513   -93.1693    -65.0785   -39.4930    -11.1719     -0.4704    6.2251     1.8486    220.3170  190.8976   152.9116   98.2186    321.7628  273.4865   216.2249  135.3815   341.4860  288.0624  224.3645  142.3272
11600.93   -148.1484  -103.1041    -74.2805   -46.7532    -36.0104    -13.5707   -6.1360    -1.9857    196.8003  176.8613   138.5480   88.0864    300.8065  265.0386   208.5161  127.5228   325.2531  280.9244  217.6430  139.3796
11614.40   -168.6572  -114.1797    -77.7208   -47.8590    -50.5963    -29.4372  -18.6646    -7.7656    180.4828  164.5653   128.7429   87.1279    290.2324  253.5784   196.7636  127.6434   312.2360  267.5021  210.4935  134.1776
11627.91   -180.0057  -126.3665    -86.4104   -53.1535    -69.4141    -40.9290  -26.7026   -13.7120    166.6818  154.9515   121.0215   81.7550    273.3324  245.1696   191.1250  127.4112   297.3142  258.3066  203.6954  128.5131
11641.44   -188.3345  -129.9982    -92.7228   -59.0892    -85.0015    -49.4912  -33.7435   -17.8816    151.7649  141.3074   117.9927   76.0740    261.8929  231.4855   185.2605  120.3248   285.1476  247.7801  199.4615  131.7218
11655.01   -197.0345  -134.8170    -97.6685   -58.2262    -95.1036    -58.2537  -41.0001   -20.8067    139.4602  136.9865   110.4894   74.2276    252.7412  222.0305   184.2965  116.3575   272.3065  241.3202  191.5688  125.2352
11668.61   -198.9689  -139.7788    -99.2742   -59.7257   -102.5079    -67.1659  -42.7032   -26.6580    134.9433  130.2289   108.5815   70.8037    248.3986  219.8324   181.0288  113.3194   269.2163  234.9400  189.4599  124.0931
11682.24   -201.7409  -139.2269    -98.8695   -62.9859   -107.2467    -63.9284  -39.6160   -26.8192    129.5948  129.3101   104.5195   64.8147    242.6860  216.0064   176.3621  115.4790   262.7591  234.2201  188.7509  120.4552
11695.91   -200.2219  -137.9771   -100.6459   -59.7982   -104.9447    -64.5246  -41.3479   -28.5648    131.5425  124.4608   102.0363   68.1395    242.5636  215.4968   173.5756  111.5842   260.1925  232.1619  183.0488  121.6161
11709.60   -191.4893  -132.5325    -96.4102   -57.8309    -97.1638    -57.5366  -40.5155   -23.7509    131.6309  125.6707   106.6059   69.8257    239.5602  215.9301   171.7755  107.7549   259.4739  228.4690  183.6641  118.7337
11723.33   -182.1490  -128.0833    -89.7179   -50.6683    -87.9105    -51.3103  -34.7480   -20.9025    134.4442  131.5848   107.7771   70.3207    241.6572  215.1511   171.5679  112.8348   262.4585  231.4599  183.7687  118.5712
11737.09   -169.7258  -123.8547    -87.2178   -50.0819    -77.7800    -45.7617  -29.6392   -14.5572    143.2629  135.6746   108.8752   69.8218    248.4590  220.0374   175.4295  114.5842   267.3117  235.1096  189.0235  119.4340
11750.88   -156.2964  -110.2609    -77.9327   -45.0844    -56.5007    -30.6921  -23.8978    -9.9289    154.5308  144.9673   117.1793   74.2026    255.1218  225.0069   176.1850  112.7726   271.6563  236.9357  187.6687  117.3773
11764.71   -142.0958   -98.8613    -71.2227   -42.1402    -38.2118    -21.8988  -10.9265    -4.4976    166.5365  150.5402   117.9496   74.9758    261.7083  228.0385   181.8620  116.8914   282.6817  242.3666  190.5435  123.4650
11778.56   -119.3032   -83.0604    -60.4806   -34.0895    -15.3494     -4.3933    1.9309     0.4685    181.0391  162.9651   124.8447   82.4596    271.4891  232.3555   185.2792  118.8111   288.9542  245.1443  196.1459  125.4487
11792.45    -97.6992   -68.7167    -47.5057   -26.3135     13.3057     16.9970   13.3858     9.7973    201.6499  172.1677   132.5521   86.1362    284.2594  240.3981   191.3722  119.2144   303.0163  251.1921  199.5906  124.7235
11806.38    -75.5468   -49.3812    -38.5440   -21.0250     36.6827     31.6240   27.0353    17.0791    218.4337  181.6942   139.0097   91.8333    296.1092  249.5953   193.8229  120.4569   312.9018  258.2941  200.2688  128.9697
11820.33    -51.3908   -31.3548    -26.1350   -13.2991     64.8856     52.4977   39.7453    27.1726    239.3689  197.4794   152.2575   94.3621    308.2684  253.0403   197.2018  124.8411   323.9631  264.0231  207.0079  129.9406
11834.32    -27.7774   -14.4254     -9.7751    -3.2658     94.0164     76.9154   54.7979    37.3449    258.0944  206.3392   159.1503  101.8030    324.9950  264.0861   200.2056  128.3484   338.3430  270.3272  206.7887  133.7406
11848.34      2.9304     2.0974      1.2906    -1.7088    122.4741     93.7012   72.3227    40.7467    274.4203  222.8061   167.4001  105.8183    332.8470  269.8188   207.6044  130.5685   347.8044  278.6797  210.6633  136.1279
11862.40     28.0928    24.4782     14.9551    10.4937    149.0342    115.5495   86.4110    49.6872    296.0283  234.5122   174.3796  113.1817    349.1024  276.7293   211.3869  130.8846   359.1720  287.8423  214.4990  138.1762
11876.48     51.8085    37.3841     28.0938    16.1091    180.1554    134.3854   98.0203    59.9081    314.0281  245.4123   184.5724  117.1622    359.7158  285.3386   217.8039  136.9034   370.9796  292.2405  220.1215  138.5711
11890.61     74.2951    52.6899     39.6736    23.5149    208.8765    151.5938  111.0659    66.3906    332.4684  256.4418   193.2960  121.2737    375.1301  289.3372   219.4047  137.8736   375.8010  296.4830  223.6508  136.0135
11904.76     97.1075    65.6673     47.5999    29.9260    227.5505    173.0120  122.8269    75.4176    350.5564  268.1028   199.5366  123.9935    381.3965  290.7235   219.6457  140.1634   392.5217  299.0743  224.2965  137.1320
11918.95    116.4078    81.8639     61.5651    33.5434    254.2576    184.4266  137.6702    84.1234    364.8858  275.1388   204.2854  121.3726    390.0356  299.8232   223.3291  139.5958   399.4214  302.9695  228.5951  141.7292
11933.17    134.2284    93.6628     71.1073    37.6968    274.2142    203.4021  145.0419    89.6441    376.0121  282.6363   209.6911  130.8431    395.0634  302.9634   226.9502  142.2473   400.8626  302.6236  226.4732  141.5170
11947.43    148.6521   107.7216     79.0721    46.0887    289.5157    213.3585  153.6096    96.6799    383.5284  284.3166   214.3612  132.3952    399.8035  306.2894   229.5703  143.3233   405.7077  307.5536  228.6821  140.7313
11961.72    161.5913   114.2132     83.9534    50.6334    304.3214    219.6981  163.8984    96.9314    391.2462  294.3420   217.6094  133.0301    403.7943  306.8899   229.2274  142.3940   408.4196  309.0724  232.0768  141.8361
11976.05    168.6418   121.2682     87.8171    54.8503    313.8767    228.0092  164.8981    98.8371    392.2565  294.2080   217.8480  134.3019    407.6916  308.0047   227.5310  141.5020   404.9511  303.7962  227.8870  144.5122
11990.41    176.4570   124.7186     89.4695    51.7874    316.5136    229.5497  169.7002   101.4257    393.3793  295.7302   215.8234  131.5603    404.1097  302.6054   227.8578  139.1880   406.0793  303.3995  225.7946  140.3369
12004.80    179.8644   130.1142     93.7189    57.3096    324.2742    237.8043  169.7990   100.4390    391.7172  293.1804   218.1012  132.2636    399.9180  300.6936   226.2122  136.8285   396.7036  297.4017  222.5105  138.0945
12019.23    182.5538   127.0417     91.7926    56.7652    320.9143    232.6368  166.3535   102.1580    386.7619  288.3410   216.2790  130.9638    391.7934  293.1235   218.2179  132.7479   392.4466  295.8832  216.5014  135.7601
12033.69    178.7448   124.3798     88.2139    54.2214    314.0038    227.0693  167.5707   102.5600    380.5129  282.9871   209.2160  129.9746    383.7391  286.2845   212.8554  128.9460   385.1336  287.4625  210.8032  129.9703
12048.19    170.6768   121.7425     89.3542    53.3532    307.2346    221.9394  161.0777    97.5574    366.3063  275.2310   205.4569  126.7126    374.2220  278.2154   208.0431  132.0327   370.3945  280.8293  209.0319  129.0541
12062.73    164.4568   117.3389     83.6697    44.9042    294.2025    214.0803  150.2435    98.2091    358.8988  267.3031   197.8784  122.9751    360.9493  268.7369   201.6755  125.0650   360.8478  271.1294  200.1593  123.3576
12077.29    153.9067   110.8361     79.7153    49.5201    277.8553    202.9916  148.3526    89.5953    340.7215  254.4908   187.3901  115.9926    347.5100  264.6322   194.8562  123.7284   350.2766  259.9079  194.0765  121.3074
12091.90    146.5138   102.7987     72.9027    45.0763    264.6365    193.3117  141.7674    84.3820    327.4194  246.1397   185.5971  113.6108    334.9004  253.6732   189.0324  114.5519   334.6149  250.4832  188.1639  118.3774
12106.54    132.1123    99.0626     69.0770    42.7624    248.7416    180.9450  131.9644    76.3180    312.0941  233.6842   171.8798  108.3372    316.9332  241.6609   180.9181  111.4451   316.5707  240.0683  176.6805  110.4741
12121.21    123.6688    85.2473     63.3630    39.2114    229.7659    168.8886  123.0111    72.6474    290.7856  219.5193   164.1091  102.3302    300.8717  229.3727   174.8485  106.8410   302.2920  229.2186  170.2992  107.4772
12135.92    109.1891    78.9707     58.3212    33.9951    212.1488    155.1774  115.4408    69.9374    279.0727  208.8235   156.2602   94.4062    288.1164  221.5045   163.8100  101.6243   291.2686  221.6600  165.6667  100.2209
12150.67     99.3366    68.9428     48.5876    29.3535    194.8802    144.1696  105.8583    62.3317    260.7271  198.1230   146.0811   93.5122    273.5338  210.1714   159.2188   97.0815   276.6093  208.7451  155.9541   97.4002
12165.45     88.5701    61.9626     45.9445    27.7180    181.0702    130.4458   97.4105    56.2167    245.7635  188.2390   138.4982   88.0762    256.0392  199.8406   145.7842   92.1106   258.1795  198.4647  154.2543   93.6731
12180.27     78.7244    52.7610     43.1801    24.1625    168.0426    124.1165   90.3924    52.4311    230.1626  174.2835   129.7124   78.5598    246.9352  189.5408   139.3248   87.8675   248.2176  192.3903  142.7910   88.0844
12195.12     68.3109    49.0762     36.0958    18.4041    152.4400    112.6224   84.3292    52.9509    218.3610  165.8433   125.0289   79.7035    233.0702  183.6630   134.9880   84.7667   236.2079  179.0376  137.6837   85.2025
12210.01     60.6661    44.9288     33.4323    17.8104    143.1007    102.6224   77.2622    47.9793    204.5077  156.6655   115.8059   71.7373    222.6724  174.9437   129.5097   78.8103   226.1628  175.8998  127.9050   79.7360
12224.94     61.7790    44.7702     30.8371    20.0248    134.0727     98.3072   74.5050    44.2248    196.9742  151.5462   113.3351   69.3932    213.7663  167.4135   127.0179   78.7345   215.0513  169.2052  126.6996   75.1441
12239.90     58.6229    39.1257     29.3172    18.0268    125.9948     93.9716   72.4815    42.1900    189.4629  146.2240   111.1319   70.4496    206.4787  161.3907   125.2773   76.5825   211.3498  161.0514  121.1035   78.8597
12254.90     62.0410    43.1281     32.4953    16.7838    131.0562     98.5964   69.1650    44.2362    186.1696  146.0066   109.3399   64.4124    204.3497  155.8150   117.4310   73.3905   206.7351  158.3475  124.0041   78.4193
12269.94     63.4825    47.4832     35.2260    22.9446    130.5250     97.7041   69.5289    42.1739    185.4495  140.3200   106.9834   63.8650    203.4032  156.7700   115.7366   70.8563   203.1204  156.8530  121.5435   69.3933
12285.01     69.2311    50.9276     36.2604    21.2977    137.4654    101.2162   74.4972    45.1615    187.7082  140.9096   107.6663   64.1635    199.3460  153.2932   115.3644   73.8358   198.9330  155.4504  116.2568   72.7916
12300.12     84.4746    57.3914     41.5374    26.2782    151.7049    111.3716   80.5142    48.6693    194.3509  147.9021   108.9862   69.5823    200.7806  151.7343   117.5229   72.1001   203.2385  153.5834  114.4982   70.9768
12315.27     95.8357    64.7052     48.5290    31.8965    165.0006    117.3094   89.2391    55.3773    199.6259  150.9893   107.8083   68.7313    206.6506  154.0527   116.8950   73.7804   207.7822  153.1945  118.9841   67.3212
12330.46    114.1734    82.1144     57.4681    34.2536    181.5613    134.2837   94.2811    54.1920    211.0698  155.5771   119.2328   74.5815    212.9708  158.1273   116.3450   68.8620   213.1339  158.8306  117.7348   72.1307
12345.68    134.8787    93.8705     68.7100    42.1257    199.8697    143.1010  105.8726    66.7535    224.7151  164.7586   122.8318   69.9059    220.3582  164.3004   120.0624   76.4402   221.3689  162.0210  123.6278   74.0761
12360.94    154.2961   110.9371     79.6339    45.1937    227.4798    161.5069  115.2377    69.0405    238.9630  173.1624   127.2323   75.2752    234.1120  169.8869   125.3511   74.9689   229.6062  167.1766  124.0095   73.2267
12376.24    178.1917   128.2854     89.3384    53.1011    253.3058    180.0570  130.8880    79.3646    255.2756  188.6293   134.9175   81.0806    241.7649  175.7455   127.6837   75.2988   241.0849  172.4504  127.6428   77.1084
12391.57    204.4033   143.1862    102.5012    62.7435    279.9501    197.8639  142.1571    88.6431    279.3727  203.6294   144.8470   86.4187    255.1950  183.4597   132.0703   80.9837   250.5743  174.9678  131.3045   76.3056
12406.95    231.3547   166.6669    117.3094    70.7279    309.8524    221.2193  159.4706    94.9864    297.6661  213.2052   150.1139   90.9808    268.2871  186.4122   138.6355   78.6424   259.4780  183.6549  135.6880   83.1093
12422.36    258.5637   182.6151    129.2678    78.1715    340.5960    243.7720  173.6012   102.9185    316.5159  223.0540   159.6463   96.3294    280.9029  197.0756   144.9261   87.3690   274.0749  192.7951  135.0063   84.4118
12437.81    283.3965   199.9312    141.4830    87.9678    368.7895    265.6486  189.4703   117.0314    338.8819  237.9115   170.3561   99.4077    294.2649  207.8614   148.4487   89.5657   289.4521  198.7511  142.5416   89.5030
12453.30    306.1545   220.0856    158.4858    95.1298    398.4667    284.7870  203.0584   124.7574    356.0698  250.9631   179.9314  105.4194    311.5774  214.3825   150.4018   91.2120   299.4122  203.9012  145.6701   88.1405
12468.83    335.2296   237.5843    169.2388   102.2980    424.3517    301.8379  220.6164   130.7728    375.0639  259.4243   187.4301  114.7508    321.9740  224.0609   159.9213   93.3619   311.5229  216.2243  151.3669   89.2535
12484.39    355.2668   252.8933    180.3394   109.5429    451.4830    318.4488  230.7335   136.0159    392.1410  274.0612   195.3723  115.3886    335.7935  229.6380   162.8209   97.2178   323.9493  219.6722  155.2255   91.7290
12500.00    371.6270   260.2908    189.7484   114.1907    472.3873    340.2716  237.7650   144.9390    404.2587  281.1627   206.0966  122.4068    346.3479  234.2975   161.4288   98.7413   335.1186  222.9949  160.3488   93.1280
12515.64    388.2963   276.5312    201.9803   116.9543    489.1349    350.1939  250.8221   151.6453    424.2721  288.7557   206.5777  125.7993    352.4082  240.4003   169.4608   99.1723   338.0363  227.3947  160.4735   93.6531
12531.33    402.4440   284.7037    205.2037   123.8671    508.0605    359.5897  255.6906   158.1743    431.2129  296.0922   212.9074  122.8550    358.6617  241.5344   172.0099   99.1321   341.4463  228.5734  163.6494   98.0180
12547.05    412.8504   292.7124    208.9372   125.3777    521.5826    369.9226  261.7263   158.6481    439.2537  301.5165   215.2582  129.0680    365.7086  243.0589   170.3398  101.6080   343.7855  231.0589  163.1415   98.4070
12562.81    423.3023   295.6300    210.6880   130.8898    526.2703    374.4927  265.9291   162.0439    440.4366  300.2174   218.0274  130.4125    367.9104  244.8254   172.0585  105.3577   349.2061  235.1836  163.4458  101.4259
12578.62    419.4003   294.8101    215.1488   128.2961    529.4390    371.3308  270.2509   163.6549    443.1253  307.8097   215.9142  129.6887    366.9719  242.5507   173.7751  101.9011   349.1288  237.1160  165.3380   98.5407
12594.46    419.7631   297.4266    217.3587   129.3708    525.4952    368.9103  267.5562   158.4982    438.4221  305.2283   216.5439  126.4248    366.1984  244.5194   172.4836   99.9667   351.4150  232.4224  161.5325   98.0456
12610.34    417.2967   296.1808    208.5805   129.3079    522.6975    372.7067  268.0075   158.6597    439.4047  305.7073   216.1637  126.5344    362.3738  241.5696   172.0269  100.5782   348.4647  235.8845  165.4921   97.5596
12626.26    413.3059   290.4294    205.4491   121.4112    517.2926    368.3845  264.5671   157.3699    433.8085  297.4687   211.4190  128.8561    353.9667  240.5010   170.1029  101.6531   342.8648  229.4276  158.1617   93.1467
12642.23    405.5220   279.3591    203.4266   119.6846    505.2790    358.8067  256.0771   156.4298    424.2909  294.2749   210.0731  126.9306    354.7804  233.3720   167.3207   98.5566   333.1191  225.4964  159.9590   92.1412
12658.23    398.6561   278.4202    197.3666   118.7854    496.4121    351.7781  251.7009   154.0002    416.0246  291.9221   204.5484  121.1755    338.7211  231.7344   160.2375  102.4247   330.1637  221.6625  153.8961   87.8094
12674.27    388.2751   269.5086    192.0318   117.6430    481.6225    339.1458  242.1567   146.5667    404.9818  276.5904   197.2639  121.5495    329.1170  226.0855   157.9785   91.3964   318.0164  212.8602  149.6643   87.4706
12690.36    370.9385   262.6532    186.8075   111.3433    465.2300    331.0059  239.8646   146.9819    390.2873  272.5040   196.2278  114.2985    322.3298  218.9596   151.9325   91.5089   309.9559  213.2916  145.9142   88.9739
12706.48    360.6971   260.0298    181.8799   108.1232    452.6107    319.5649  229.7804   138.0915    377.8658  261.4798   187.2294  109.1742    315.2619  212.9426   150.0576   89.0901   298.0341  204.7297  140.7600   84.7582
12722.65    349.3336   245.6377    177.7479   105.9963    440.9787    310.9807  224.1594   134.7182    365.9011  253.1320   182.2940  109.7336    309.4261  205.3051   142.8580   84.4507   290.9611  195.1205  140.6712   83.6052
12738.85    344.8210   241.9124    170.6332   105.1817    423.7824    305.0534  214.3388   130.3973    358.8120  248.4848   173.8211  101.7244    297.4615  201.4830   141.7449   83.0571   285.8184  189.2340  135.8569   77.1894
12755.10    334.8983   239.1334    168.5682    98.6408    415.7190    294.5118  214.3874   128.7106    348.3315  242.6077   174.1494  103.5947    289.5139  190.3732   138.7457   84.5807   275.7196  186.0515  127.0289   75.3602
12771.39    328.4760   231.0473    167.7347    98.8551    407.8170    290.4980  208.2943   128.1363    343.9674  243.4868   165.1859  100.6425    282.5870  189.2991   136.9970   80.1178   267.1744  182.6666  123.3636   73.7831
12787.72    321.4969   226.3218    162.5213    95.9082    402.2844    285.7927  205.6365   124.7137    337.6329  231.3870   166.2976   99.7013    275.8716  185.1893   128.7362   80.5970   262.8125  177.6319  126.3862   74.3024
12804.10    320.9121   229.2653    162.8524   100.9780    404.0116    285.3902  202.2020   123.2154    339.2269  230.8562   159.5000   95.7379    273.8003  184.8099   130.4177   76.6683   261.7987  171.5541  121.9802   74.5806
12820.51    326.9767   227.3753    167.0320    95.9844    401.2359    283.9221  208.1171   118.7967    327.9170  224.6065   159.5515   96.5102    271.5424  181.0655   126.0638   74.0961   255.1425  171.4380  121.2502   70.9664
12836.97    324.3538   230.2229    167.2125    98.2811    403.5888    286.8410  205.6366   121.7941    332.3241  227.3709   159.3167   98.7451    265.8299  177.8374   126.7419   73.6917   254.6008  170.7224  120.4810   70.4660
12853.47    331.1796   230.8522    166.8081    97.9444    405.2201    292.6092  207.1277   125.2598    334.8155  230.5703   162.7636   95.8027    271.0476  183.3576   131.0548   72.6102   254.2185  167.3972  118.7363   67.4048
12870.01    339.8574   237.8830    174.4321   100.6543    413.5448    292.6128  213.2447   126.3257    340.9541  228.9232   164.0521  100.8919    273.7579  179.9701   129.0539   75.7226   256.4267  164.8572  116.4785   68.5104
12886.60    349.6549   243.1259    173.4190   108.1782    426.5547    304.9769  215.1645   125.5754    340.9179  231.3186   166.8661  102.0422    272.6183  184.0524   122.1233   75.7193   262.5500  173.0767  119.8783   70.4545
12903.23    357.3091   247.9870    178.5373   110.0821    441.7667    314.4588  225.5419   136.9398    349.5033  238.4307   168.3116  106.1297    277.6231  181.7296   126.5906   75.9723   261.8340  171.2558  115.9336   71.1326
12919.90    370.9420   254.4482    188.4570   105.0004    453.0003    319.5817  229.3611   139.7832    365.7548  244.9644   173.4929  104.9075    279.8179  185.7056   129.5884   77.9895   267.8889  180.3025  117.9183   69.0547
12936.61    380.0652   267.6386    197.1049   115.8217    469.3372    331.8134  242.1898   144.6251    369.8634  248.2082   176.5337  104.8355    289.6512  187.8193   126.0721   71.5051   271.4687  174.9140  121.2772   67.0476
12953.37    394.0109   274.5392    197.3589   119.5866    482.4103    341.4300  247.3314   150.5602    377.0120  254.1264   178.7221  104.9119    291.8844  192.2355   127.3782   74.1423   277.0983  178.6147  120.1646   71.3227
12970.17    401.1901   288.1420    206.1494   126.6544    500.9817    353.4320  250.6653   154.7404    383.0413  261.5480   182.3555  112.1324    300.1381  191.7300   132.3705   79.6382   279.2886  177.7539  124.8777   73.0064
12987.01    418.2482   296.6608    211.5870   129.0351    516.2451    361.3499  258.0537   159.6441    394.0747  265.3798   189.4805  116.1167    299.2938  194.3485   134.0934   75.1132   283.3429  182.9411  121.6916   73.8072
13003.90    425.4998   303.5335    216.0180   127.9216    523.0221    368.5371  265.8300   160.8397    405.8198  270.6300   193.2488  113.8186    309.8857  196.6703   136.1474   75.9667   288.0784  182.8096  125.3260   76.3732
13020.83    439.6278   306.2889    218.6702   130.6385    536.5972    378.8843  272.4056   161.8845    411.4221  276.8116   196.0827  115.2322    313.2160  198.9894   132.8304   78.6530   289.9328  184.3918  126.9901   71.6315
13037.81    438.1524   313.3193    226.9445   135.3041    538.7086    386.3746  276.5245   162.0316    410.8273  279.3546   196.3292  111.6186    315.4326  197.7849   131.1104   78.6856   288.9923  186.2104  126.2738   68.5071
13054.83    442.7071   314.0917    224.8954   132.6325    545.3162    389.7161  277.6394   170.7357    412.2922  283.6829   194.5389  116.7968    313.1131  197.6060   140.4777   80.5751   296.1694  185.3214  128.0639   69.6557
13071.90    446.3370   310.7175    223.0940   132.0996    548.5403    389.1271  277.0403   170.4634    420.6501  282.6963   198.9840  115.8881    314.3320  200.6891   132.4023   80.7340   293.4863  187.0829  124.2202   79.7951
13089.01    445.9678   317.1181    224.0845   135.9092    551.0938    393.0286  281.6238   167.5765    424.7717  282.2943   197.8009  117.1296    315.6409  200.7674   136.3621   81.8038   292.2086  187.8338  127.2674   73.6785
13106.16    444.9747   313.2232    225.6993   140.6976    553.3404    390.5550  279.4220   166.7644    416.6569  281.5150   200.5706  115.5554    310.2483  195.2188   134.1328   74.9003   291.8438  183.7252  125.7051   71.3440
13123.36    441.1766   312.3156    225.4974   136.4407    552.0613    388.0738  278.7608   168.8769    415.7013  280.8696   190.5373  116.3859    311.7936  191.3098   138.0132   81.6376   287.1899  178.2258  122.2629   71.0541
13140.60    430.7815   306.9788    217.4865   133.8529    542.2474    385.2222  271.5324   160.0154    407.4151  278.5208   197.4903  119.3799    304.5697  196.5693   135.2351   71.5662   282.2266  183.0477  123.1890   68.0275
13157.89    428.7745   301.4175    218.3720   128.9564    535.1835    377.0182  267.7916   155.0170    408.3555  271.9455   190.3661  111.1212    303.8508  189.5795   129.6215   78.0727   277.9121  175.0345  114.2752   67.5418
13175.23    415.1948   297.1897    213.5031   127.4922    520.3192    369.9081  264.7495   160.8807    398.7611  271.9601   187.2790  111.1532    292.7492  186.6463   128.6139   74.6367   274.3798  170.9870  116.3242   66.5060
13192.61    410.3392   293.3428    210.6768   125.5223    517.5154    365.4581  264.6945   159.0240    386.3166  264.3886   178.7362  112.6264    292.6456  183.3907   125.8101   74.1595   269.2099  167.9960  108.5822   67.1963
13210.04    402.4126   282.5417    200.8157   126.3233    505.3401    357.6312  261.5660   159.6379    385.9217  260.0222   182.7782  106.6840    282.9750  177.8356   119.1989   71.4023   258.3913  162.2827  113.5085   64.3269
13227.51    392.8569   276.6103    201.7403   118.6128    492.5503    349.0836  252.4186   150.6457    375.4844  254.6909   175.7716  102.4039    279.6966  177.5878   123.6671   71.9569   254.8672  161.7623  106.1793   59.4391
13245.03    385.6434   274.1018    196.5186   114.3675    485.8406    345.1841  249.0944   148.8166    364.0614  247.7392   176.1516  105.1338    271.6060  171.4098   120.9152   67.3818   249.7586  164.1953  106.8198   52.5790
13262.60    377.6089   266.9775    185.3354   113.1705    479.5638    338.2557  241.1678   143.9082    360.0973  241.4893   172.5343  102.7264    264.0952  168.5550   113.9554   68.6690   245.8866  151.8720  104.1920   57.9968
13280.21    367.9794   263.5084    191.4876   112.0626    472.5356    336.3544  241.7138   145.9382    351.4800  234.0838   165.6878  100.4266    258.6623  163.0044   109.2854   63.0370   240.3986  148.9878  104.0473   60.3893
13297.87    366.8360   258.7505    183.6701   110.1484    464.1859    326.6856  240.1300   142.6406    344.3166  236.8241   166.1880   95.9356    250.0460  161.2593   108.0204   61.4838   234.1535  150.2358  101.8860   55.4576
13315.58    364.3296   254.4821    183.8192   110.4058    465.9545    326.6973  234.5751   142.3057    342.0265  229.8413   160.2826   94.8569    249.4764  158.3038   105.6028   62.0729   223.9370  139.8069   95.4262   60.5342
13333.33    357.5742   250.0313    180.9209   104.3924    457.2493    320.0091  228.5965   142.4731    337.0542  230.0349   157.9200   92.4022    245.3188  150.7747   102.4298   64.3008   224.9855  134.5048   90.3541   52.9198
13351.13    359.3391   251.5383    182.7288   112.2696    455.1289    319.1267  230.0833   139.3058    330.8949  223.3388   158.0625   94.5029    241.6518  151.4220   108.7612   57.7693   220.2635  137.7969   88.0975   49.5594
13368.98    351.7683   252.4090    180.8972   106.3709    451.7871    319.6548  235.9620   140.2090    330.6171  221.5688   156.9531   93.1146    233.0418  148.9634   100.5658   58.3152   218.3953  132.6430   88.3032   53.3894
13386.88    355.1642   249.6534    184.7625   111.8055    453.8460    319.8213  232.9338   139.3173    328.0840  219.1344   153.7393   89.3804    236.9940  149.4590   100.3952   57.4996   212.5078  130.4636   86.8638   49.7514
13404.83    359.9468   248.7664    180.5102   109.8498    455.3002    322.6837  232.3644   138.4733    328.2976  218.2684   153.7132   91.7784    233.7208  145.6069    96.8693   56.0096   213.3047  129.8145   87.5911   43.7764
13422.82    358.1889   253.6509    181.2274   110.1816    458.3973    322.8329  230.9239   139.4126    329.4400  219.6977   150.9604   93.8269    229.0345  142.7690    94.5442   51.7019   207.6869  127.4927   83.6140   46.3233
13440.86    359.9436   253.4582    180.4407   113.6966    453.3784    320.3001  235.1556   134.9674    328.3621  223.1680   151.3517   88.4717    227.8231  144.2951    96.1354   52.0664   207.1698  124.3606   82.8109   44.2961
13458.95    362.4845   254.9548    183.0140   110.4611    460.1625    325.3706  234.8036   140.5319    330.6712  220.2552   153.3117   95.0541    231.4492  139.5820    93.9609   47.9613   205.9021  119.8219   81.5831   49.7032
13477.09    359.6710   256.5478    180.5605   109.9030    460.6498    328.8102  232.5240   141.1789    325.6719  216.8301   149.5838   89.8149    227.4474  138.2079    92.4017   49.2673   208.2805  123.6652   81.2557   44.1280
13495.28    363.3389   254.8444    185.8949   115.0643    461.7298    333.6852  235.1599   138.6057    324.3402  216.3976   151.4749   91.1536    227.7034  141.4682    90.1069   49.9734   202.4881  123.0457   80.0268   47.2938
