  Energy  39.57K_10T  39.59K_7T  39.575K_5T  39.59K_3T  19.29K_10T  19.295K_7T  19.3K_5T  19.31K_3T  9.775K_10T  9.78K_7T  9.795K_5T   9.8K_3T  4.995K_10T  5.02K_7T  5.055K_5T  5.04K_3T  2.68K_10T  2.62K_7T  2.64K_5T  2.63K_3T
10060.36    -49.9106   -34.1238    -25.8794   -14.6490    -36.3728    -20.6604  -15.1725   -10.9351     21.7157   22.4515    20.4331   13.2503     52.3051   47.7775    37.9756   26.6814    56.9185   53.7683   38.9673   26.1924
10070.49    -51.2559   -33.5445    -28.9067   -13.6904    -35.5337    -23.1666  -17.6990    -8.5874     25.9399   26.4334    21.2097   16.1745     58.2606   52.1854    40.8587   26.6603    61.1639   53.1435   45.8911   28.6516
10080.65    -52.0953   -36.0960    -24.7568   -16.8463    -36.0492    -22.6696  -13.4456   -11.3235     25.4857   29.1700    23.5006   16.4506     60.0735   57.0621    42.3303   26.4897    67.7613   59.2805   47.0969   28.7411
10090.82    -51.7706   -35.6725    -26.7856   -14.7847    -33.7302    -25.3148  -16.2165    -7.0555     35.0273   30.8482    26.2852   16.4494     63.3700   59.3126    49.0663   28.8417    74.3230   65.0255   49.4184   29.6534
10101.01    -51.0067   -36.7826    -26.0931   -15.1696    -33.7434    -20.8230  -16.5833   -10.2012     32.9726   34.8041    29.9167   19.4084     72.0951   62.9692    50.0092   31.8524    77.5368   68.3990   52.8374   33.8521
10111.22    -49.6273   -35.5414    -26.0009   -17.1241    -32.9034    -21.7880  -13.6650    -7.3282     39.0863   39.9586    29.3023   21.0378     77.2669   70.5084    50.6787   35.6651    82.6406   74.6994   57.4791   36.8766
10121.46    -55.7713   -38.1686    -28.9104   -13.9735    -32.5128    -21.5333  -11.0958    -9.5619     41.8772   41.6073    34.9888   21.9392     82.4785   71.4827    60.3812   35.2929    90.2181   75.7578   61.0567   39.1098
10131.71    -50.9228   -37.1739    -26.3088   -16.6113    -31.2525    -19.9959  -11.9782    -7.7345     47.1105   45.1838    36.8819   24.0874     88.5888   77.5724    62.9532   42.3472    97.2231   81.2053   65.8182   40.6986
10141.99    -54.1091   -34.3262    -26.3021   -15.7961    -27.8672    -18.8236  -12.2921    -4.3492     49.8641   49.8424    40.8119   26.4200     94.1326   80.9886    66.8311   42.1326   101.8497   87.3633   68.3286   43.5913
10152.28    -53.0877   -37.7141    -27.4950   -18.8379    -29.9861    -18.0684   -9.0797    -8.8678     60.7171   55.1123    43.5251   28.0127    104.1547   86.9801    70.6327   44.0857   109.9209   93.3603   76.0117   47.6088
10162.60    -57.2389   -36.7451    -27.9374   -18.7318    -26.8877    -15.8203  -11.0377    -4.5019     65.6558   56.2122    46.3950   27.2301    105.5936   90.8144    72.8065   47.0041   117.1404   97.4822   78.2758   49.9429
10172.94    -54.8075   -38.3132    -28.7349   -17.3248    -24.4632    -17.3172  -10.3811    -3.5182     67.2816   60.3519    47.5178   32.9162    114.5805   98.1831    74.4984   45.8767   124.7557  105.5147   83.1414   53.0076
10183.30    -54.6769   -38.8550    -27.6089   -17.1749    -20.8047    -14.1239   -7.4367    -3.7935     72.1326   66.2986    52.3456   33.0532    122.1876  104.9990    81.3603   53.3222   130.1868  113.7327   86.4127   54.7516
10193.68    -53.3768   -34.9759    -24.8933   -15.3791    -19.6852    -11.0480   -4.5336    -2.6002     76.9940   69.3424    54.9916   34.6087    127.2759  111.1752    86.4895   55.2764   136.7180  115.9164   89.9805   58.9616
10204.08    -51.7109   -36.8770    -26.7885   -15.4461    -16.9287     -7.0635   -6.7888    -2.1737     82.7844   72.9461    54.3881   37.4762    132.9783  115.0025    89.0172   57.7712   143.3909  120.9927   91.4160   56.4815
10214.50    -53.2763   -35.9027    -27.2015   -14.8410    -16.7200     -6.3299   -3.3117     1.0545     88.2609   77.6337    60.5309   42.1159    139.1139  118.6796    93.2616   59.8786   148.0958  127.1874  100.5525   63.0194
10224.95    -49.4984   -33.0786    -24.9102   -14.6961    -14.0000     -7.0875   -2.2604    -2.5802     90.9275   80.5611    66.1746   40.3928    147.2030  123.0824    96.2718   62.6315   156.1212  133.0065  102.7251   63.7561
10235.41    -47.9742   -35.2847    -24.4740   -13.0358     -9.6621     -6.8265   -2.1977    -1.7037     98.0907   85.0378    67.1723   43.0872    152.4186  127.8038    96.0965   65.8173   162.1243  135.7201  103.9226   67.9699
10245.90    -47.9835   -34.1775    -23.2184   -13.9910     -7.1347     -2.2480    0.6604    -1.8592    102.3544   89.1220    68.6893   44.1051    155.9459  131.3421   103.8976   65.9932   165.5253  140.2272  107.8431   67.4975
10256.41    -49.0001   -33.6491    -24.4319   -13.4503     -7.4769     -0.8095   -1.6516     1.4086    102.6822   90.1708    68.6175   44.9988    161.2312  133.1667   107.2657   67.1120   171.8634  143.0067  112.9819   71.3956
10266.94    -51.8000   -34.3275    -24.6517   -15.6028     -8.9975     -1.0417   -0.3798     0.6425    108.8555   93.8002    72.1555   46.5992    161.8753  137.8858   109.4841   69.1535   176.4731  144.3189  114.3966   73.8726
10277.49    -52.0230   -33.1752    -25.0312   -15.0679     -8.8068     -2.3076    0.9734     1.2001    111.0849   95.0464    74.9856   48.5180    166.2745  139.9415   110.3811   70.2833   178.0248  151.0954  114.1601   72.9910
10288.07    -52.3920   -35.7233    -24.7324   -16.1632     -8.7128     -2.0774   -2.8070    -1.3912    109.7743   94.9451    76.9449   46.8434    170.5762  142.9649   112.5600   71.4706   181.1950  149.1241  117.9135   72.4298
10298.66    -52.6652   -41.2257    -28.2987   -16.2919    -13.3184     -4.0240   -2.3605     0.0204    108.5628   95.4766    75.2645   51.0135    170.6372  141.1274   112.7999   72.3106   182.0813  152.5559  117.4545   73.2501
10309.28    -57.0614   -42.7454    -29.8795   -18.5483    -16.0461     -2.6238   -1.8897    -0.8074    106.3913   95.0352    75.9226   49.5094    172.3358  143.1571   112.2780   71.4722   183.7950  155.5741  118.4982   76.4414
10319.92    -63.2188   -44.4475    -32.7494   -19.2030    -19.6874    -11.2719   -7.2416    -4.6286    108.4927   95.0223    72.1148   46.9015    169.0172  143.9371   112.9232   73.4967   184.3760  150.6920  119.3398   77.2229
10330.58    -65.2094   -45.2414    -32.6637   -19.4877    -23.1979    -13.4883   -6.4166    -4.7631    104.3188   91.2426    72.6812   45.4830    170.4270  145.9392   113.6726   72.4804   181.9683  151.1872  120.4621   76.7706
10341.26    -71.8671   -51.3836    -36.5178   -20.9728    -31.0586    -19.7075  -12.1777    -5.3733    102.3659   90.7054    74.4775   47.7237    167.6513  143.2592   114.3318   72.3465   182.7783  152.5973  121.6714   77.1561
10351.97    -77.6055   -54.2105    -41.1135   -21.8279    -34.3192    -19.9290  -12.9670    -8.7922     98.9010   91.4365    72.2002   47.5772    168.3010  143.6232   111.8733   70.9179   181.4812  152.6344  118.6429   76.6543
10362.69    -83.7887   -57.4967    -44.3371   -24.0190    -41.1634    -29.0589  -15.4196    -8.0935     95.1720   87.2168    68.7034   46.6887    167.4627  142.9334   110.1137   69.8621   177.0693  151.4305  120.1190   78.5832
10373.44    -88.5486   -64.3791    -45.5928   -29.5306    -46.2364    -29.9759  -18.7782   -10.3794     90.7619   84.8213    65.4405   45.2758    162.1471  141.3244   110.4010   73.5432   179.8685  152.4340  121.1937   73.4323
10384.22    -96.4298   -65.3936    -46.7959   -27.5991    -54.1411    -36.6275  -22.2555   -14.0335     86.0877   82.3554    65.5581   45.0618    159.7178  141.0978   111.3341   70.0116   176.3204  151.4444  118.3746   75.3149
10395.01   -104.1387   -72.4944    -51.3533   -31.7636    -60.5866    -40.0833  -26.4406   -15.3738     85.2580   82.2895    64.2826   45.6636    156.6305  137.2396   111.1080   70.8812   175.7659  149.0083  119.1578   77.1025
10405.83   -109.0019   -74.5993    -51.0644   -32.1814    -68.8837    -46.1192  -32.1184   -16.2994     78.6823   79.6356    63.7723   44.4239    157.2711  139.1341   109.7385   69.2669   171.5768  149.6898  115.8576   74.7801
10416.67   -116.4134   -79.7919    -57.7099   -35.9911    -74.7875    -49.7246  -33.2614   -18.5669     75.0665   75.4223    63.5856   39.1500    155.0702  136.5642   112.0626   68.4617   169.8264  150.8086  120.0298   78.2892
10427.53   -119.7683   -88.3270    -61.8055   -36.1015    -81.6987    -55.0145  -36.5584   -20.8903     71.0966   72.8836    60.4096   37.6689    152.9008  136.0014   110.5556   69.7710   169.4575  148.8075  116.4732   77.3785
10438.41   -129.3520   -89.0880    -64.3739   -40.2977    -88.9604    -58.7540  -39.1657   -23.4832     68.5323   70.2910    59.1129   42.8417    153.6576  137.7347   110.4986   69.4618   170.1913  147.7097  118.5212   77.7622
10449.32   -135.4731   -96.9517    -69.3330   -40.4982    -94.6856    -64.6243  -42.2257   -26.1065     69.2608   68.4623    61.4333   39.4558    149.7165  140.7889   111.9507   72.0877   167.5764  150.0184  119.9812   76.2024
10460.25   -140.5624   -99.1874    -70.7608   -41.0655   -102.2449    -67.1221  -45.9551   -25.4670     62.1146   69.5137    57.7390   39.5694    153.6662  140.1293   113.3190   71.3055   169.0115  151.6250  121.4437   77.9481
10471.20   -151.8658  -105.6051    -74.4901   -48.3227   -108.5662    -72.4834  -47.7754   -28.5213     63.4984   68.3172    56.4675   39.8030    153.1509  140.0819   114.0210   73.0899   169.7662  151.3725  122.2803   79.0759
10482.18   -155.7412  -108.1879    -78.6785   -46.7662   -113.8847    -76.1967  -55.0152   -30.1380     61.0868   67.2354    57.8659   38.5132    153.4611  144.2573   116.7289   75.4810   171.4457  153.6733  124.8115   78.3208
10493.18   -160.9556  -110.2702    -81.2204   -47.8651   -119.2129    -80.0529  -56.4817   -32.7152     58.3772   66.6380    56.6658   38.0973    158.3014  144.6413   118.7443   76.1997   177.0719  156.4180  125.6757   83.7764
10504.20   -162.7828  -116.5904    -82.3991   -53.6744   -127.9986    -83.6747  -56.0332   -32.2717     62.1320   68.8985    56.5951   38.3584    157.5418  148.3599   119.5523   78.8656   176.8562  162.5555  128.2471   81.2668
10515.25   -173.4368  -120.3974    -86.4961   -53.2882   -133.6834    -86.3405  -57.9749   -35.1307     61.7667   69.5436    62.9619   41.4727    163.6817  153.0851   122.5872   78.4716   181.7911  166.0819  131.9720   85.5562
10526.32   -176.4750  -126.6186    -90.1725   -53.5084   -132.8093    -89.1172  -60.2430   -36.8723     60.5834   71.8160    61.8768   39.4856    167.0708  155.7911   124.8990   82.9270   186.2312  169.8481  135.7871   87.9668
10537.41   -180.8141  -126.3925    -92.4753   -56.8199   -137.8401    -92.6840  -61.5162   -38.0253     62.8107   74.9264    64.2936   42.6153    172.8785  157.6852   129.5311   85.6256   193.7067  174.1583  141.5079   90.0517
10548.52   -186.5360  -134.1264    -94.0941   -59.0564   -138.3483    -94.2398  -60.4033   -38.5608     67.9033   76.6703    71.1915   43.5265    176.8262  168.8920   134.2605   86.1246   200.2732  184.2403  145.2066   94.9562
10559.66   -191.9771  -132.1967    -90.8900   -58.3697   -144.6646    -92.9164  -64.4959   -36.1478     71.6835   81.9269    70.8191   48.3663    185.4323  172.5347   141.2994   90.7896   208.9866  187.5419  148.1650  102.1709
10570.82   -194.0187  -137.7653    -99.4309   -57.8401   -144.6102    -95.7884  -66.5450   -37.5999     78.6110   83.6137    74.6012   49.2964    192.2040  180.8800   141.3512   95.1678   216.7148  195.8898  156.7074  100.6727
10582.01   -195.6818  -137.8174    -99.4466   -60.5010   -143.0727    -94.1831  -63.0654   -39.2724     82.0134   90.8462    75.9298   50.8636    204.2511  189.2944   152.4436   99.6034   225.8222  203.6230  163.2939  106.0959
10593.22   -197.1529  -137.4085   -100.5858   -59.8533   -139.6300    -91.3384  -64.4796   -38.7126     93.5110   96.7779    78.9430   54.4158    214.8243  195.8756   158.5446  104.2908   242.2062  214.0777  169.2851  112.2583
10604.45   -198.0011  -139.1104    -97.8024   -57.2862   -137.9464    -90.5013  -62.5971   -35.2921    101.4412  106.4153    87.2807   57.1816    228.0769  207.7871   164.9598  109.5257   251.6934  220.8685  179.0910  115.1571
10615.71   -195.4006  -136.2233   -100.3426   -60.1551   -131.2446    -85.8585  -59.8508   -34.3331    112.0023  115.3834    94.1385   61.4678    239.8116  216.5879   173.7679  112.1608   264.0529  232.5387  185.8171  119.1613
10626.99   -194.5547  -136.5973    -98.1619   -59.9731   -128.2699    -84.6149  -57.4667   -36.7873    122.9205  122.1443   101.7439   70.5096    252.5728  228.2297   183.3906  118.1616   278.4060  243.3641  195.0732  126.6087
10638.30   -191.1980  -134.7066    -96.2871   -59.7166   -118.3654    -76.8099  -51.5335   -31.5428    136.9062  132.5259   110.1474   72.7408    266.9620  239.2599   190.1997  123.5964   294.8286  254.6232  202.5685  128.2165
10649.63   -187.0955  -130.0877    -92.9704   -56.3608   -113.4373    -70.5648  -47.2671   -25.5986    147.6311  142.3178   113.8158   73.4391    286.1431  251.0583   200.1171  128.0875   312.5061  268.4139  213.8060  136.1490
10660.98   -182.4135  -128.3218    -91.0798   -53.0617   -101.6617    -63.3021  -43.9026   -23.1023    162.4477  154.6989   126.5083   81.5336    297.2970  260.0973   209.5175  134.0415   327.5142  281.2561  224.4502  142.4772
10672.36   -176.4884  -121.9095    -87.0908   -51.3745    -91.0264    -57.8171  -36.6651   -21.0171    179.8825  166.2828   132.0897   87.9183    316.3718  276.6253   217.9120  136.9604   342.8939  295.6312  234.0494  148.8734
10683.76   -168.1921  -116.7386    -84.5302   -50.1389    -77.0382    -43.8761  -28.8777   -19.0300    194.2745  181.2210   143.4742   94.8632    331.4373  289.0562   230.9453  144.8087   362.7017  307.1966  240.2741  156.8367
10695.19   -159.2572  -113.0186    -79.1511   -46.5187    -63.5627    -33.0229  -22.3098   -12.7770    213.8255  190.9017   151.8537   99.2476    348.2541  303.0958   237.8002  151.0062   378.0091  316.3931  249.9147  159.5136
10706.64   -147.7693  -104.6260    -72.0883   -44.2216    -45.9758    -24.9892  -14.8872    -8.8227    231.3766  203.4995   162.7538  102.4428    370.6936  314.6302   244.8194  157.8194   397.4005  334.0321  261.7059  165.5512
10718.11   -136.2887   -96.7355    -68.7022   -41.7627    -30.7071    -12.4475   -3.8154    -5.3783    247.3574  218.6322   170.1285  109.5826    384.9350  327.7699   256.3974  163.8861   417.5137  347.2067  270.6706  171.2009
10729.61   -129.9962   -89.3772    -63.0475   -36.1197    -17.8820     -2.0161    5.1376     2.1500    267.8391  230.0574   181.9708  114.7218    403.4723  339.2419   264.1834  171.2663   429.9437  355.9117  280.3420  175.9959
10741.14   -116.2692   -81.3972    -56.6588   -35.7970     -1.7043     11.1837   10.3436     7.2856    281.9016  241.5370   189.4642  122.4561    418.4552  353.7222   273.5276  173.9160   447.4324  371.2324  288.3268  185.4155
10752.69   -104.7114   -74.5555    -51.7561   -34.1855     13.1199     18.5163   18.3056    12.5120    297.5499  252.6332   199.2464  124.8037    435.6344  361.8686   282.9062  180.4029   461.2959  376.6631  296.9461  187.2927
10764.26    -97.7986   -67.4134    -47.0994   -27.4045     28.4573     34.3048   27.6096    15.7997    310.0598  262.3927   202.8902  128.8003    444.8484  370.7505   285.7061  181.2900   471.1800  389.1745  302.3006  191.0500
10775.86    -85.8315   -58.3003    -43.5474   -27.8205     42.6458     39.3825   30.9424    22.4541    326.1081  274.1918   211.4823  136.0804    454.9626  377.8156   292.9761  183.9594   480.7067  394.8424  303.1580  194.5380
10787.49    -73.9062   -53.2518    -38.3905   -25.7005     54.9184     48.3018   39.6986    25.1202    333.3543  277.1102   216.8524  140.6241    465.2356  383.5969   298.3701  188.6009   492.4607  402.0476  310.1458  194.4164
10799.14    -71.6283   -48.6041    -35.3406   -19.3780     66.2645     55.9639   44.5525    31.0692    344.2875  284.9211   220.4842  138.3976    470.6920  392.9878   298.3617  191.0083   499.3130  406.7187  315.3180  199.2149
10810.81    -61.6487   -43.8922    -29.7113   -18.9773     74.8070     62.4602   48.3083    31.5994    348.9424  290.1908   224.5392  141.5189    476.2789  391.3304   302.1402  193.9843   500.8603  408.7137  314.1675  197.7532
10822.51    -62.1415   -40.7612    -31.3990   -19.5599     77.9870     66.9070   51.9946    33.1076    355.5800  293.3644   225.2121  141.6916    481.7668  394.4088   302.4466  192.5546   506.6040  410.5132  315.5398  199.3169
10834.24    -56.7746   -41.5802    -27.3543   -18.1972     83.6606     68.3152   54.2742    34.5303    355.0177  293.1048   225.4595  143.5198    481.9432  391.1436   304.8370  195.0029   504.9416  411.7666  316.4543  197.7088
10845.99    -56.0943   -39.0350    -28.9679   -17.9518     87.6208     69.4780   56.9274    33.8971    354.1393  292.3573   223.5479  142.6798    480.2389  389.1961   299.6263  191.5478   501.0608  408.2382  315.0497  196.6071
10857.76    -52.1432   -38.9444    -28.8597   -16.4981     86.6629     69.3230   53.3066    35.1662    347.7111  289.8860   222.7642  140.7717    474.7200  385.4929   299.8098  187.8772   499.8971  404.5881  311.2312  197.0566
10869.57    -59.4062   -38.5380    -32.1988   -17.4156     80.0542     66.1816   48.8851    35.0011    345.1642  282.9353   218.6370  140.7776    468.5503  384.9305   295.9148  189.6961   488.6889  399.1096  310.3665  192.9581
10881.39    -63.6597   -47.0151    -32.4535   -16.5673     74.9281     61.7620   48.9098    29.3616    335.6983  279.3628   215.1053  135.4240    456.8361  378.2149   290.2580  183.2468   482.9914  394.7375  304.2490  192.8476
10893.25    -74.1426   -50.6730    -36.4062   -21.4324     63.3887     58.1092   43.0654    28.9338    326.5045  270.2686   209.7129  130.2594    447.1704  368.8544   284.2111  179.8945   471.7780  386.7717  296.9467  190.3899
10905.13    -80.8653   -57.6287    -38.8465   -22.1372     54.5220     47.6372   35.8164    21.9822    316.7082  264.3080   201.4509  128.7400    437.4828  363.2818   281.5762  176.3725   464.0160  378.0975  292.0644  183.1784
10917.03    -93.2146   -65.8305    -47.2099   -24.6141     38.2558     34.0774   32.1084    22.0368    300.4567  254.8954   198.7040  125.9801    422.8149  351.3458   272.7265  174.3192   450.2513  366.9225  283.4433  181.7785
10928.96   -106.8078   -73.9524    -51.5003   -30.5753     23.3581     26.1095   22.6166    12.4784    283.6864  242.7708   189.3231  117.8621    408.4607  342.2236   266.2190  169.3685   434.7372  358.7383  276.0522  178.5039
10940.92   -117.3583   -84.0981    -57.9397   -35.4853      5.7636     11.7458   14.5036     7.2418    271.2748  229.1329   180.5412  116.5197    393.4639  331.4031   262.1504  165.0298   418.4221  347.4638  270.7940  173.7570
10952.90   -135.0560   -91.9317    -67.1650   -41.0174    -14.7057      0.0678    2.3228     3.3232    252.4656  222.6364   172.2918  109.7652    381.1085  319.4950   254.8758  162.9000   405.7337  340.3162  264.8870  168.0602
10964.91   -151.0608  -103.4211    -74.1313   -44.5250    -33.3892    -16.6064   -6.3309    -2.3191    236.8243  207.9587   164.7199  105.5190    365.2441  312.9069   247.4508  158.9882   392.3877  332.3842  258.2036  164.7375
10976.95   -166.3653  -114.7286    -82.7576   -51.7269    -53.7696    -27.5279  -14.3793    -8.9808    220.7292  196.6295   157.8901  102.6401    353.3474  306.5011   239.6355  154.0645   383.0572  322.4914  252.0364  160.5559
10989.01   -184.1182  -131.9092    -92.2047   -53.7528    -76.2766    -46.5329  -27.1771   -14.3355    203.8329  183.9101   148.9015   93.7849    339.5105  294.7000   231.7585  148.8972   366.3550  312.4518  245.7280  156.3823
11001.10   -199.1608  -142.1938   -101.1132   -59.5093    -97.7548    -59.1129  -37.9791   -19.4384    190.1352  174.6309   140.3777   92.1461    325.5549  283.8808   229.0610  144.1252   354.1925  305.9512  238.8812  154.8499
11013.22   -215.2506  -152.0049   -109.2795   -62.9202   -113.0399    -71.1525  -47.2486   -27.5173    171.3839  162.5796   135.2243   87.1760    315.4623  280.8980   224.4654  145.3184   340.1698  298.5181  236.1331  153.4232
11025.36   -233.0944  -166.0020   -118.1236   -73.9671   -133.5571    -83.4320  -59.6208   -35.1679    159.4642  152.0770   125.0852   82.9381    302.8470  271.5710   216.1673  139.2532   331.5709  291.2144  230.1490  153.1156
11037.53   -247.0100  -173.1303   -124.8867   -74.4408   -154.3712    -96.8778  -63.7676   -37.9446    144.9708  146.9070   120.9844   80.7452    293.8311  270.4519   214.8890  137.6775   326.3913  289.5212  230.6177  148.3476
11049.72   -260.4243  -185.0571   -130.7276   -81.9156   -166.0828   -110.6226  -73.6509   -44.1026    132.1652  138.8138   116.2638   77.2943    290.4915  262.9886   212.7335  135.8836   322.3846  282.2569  226.2423  145.2054
11061.95   -276.7102  -191.4119   -137.1881   -82.0817   -179.3445   -119.6700  -80.0410   -49.1731    128.1008  134.6686   112.7129   75.1020    284.8908  261.1081   211.5909  136.8571   313.5627  282.1116  224.9396  145.1416
11074.20   -282.9162  -199.9352   -141.4710   -85.6032   -192.6197   -124.7037  -84.6951   -48.4531    118.6750  129.2035   110.0239   75.0385    282.0079  260.8284   208.1181  136.0254   313.1943  282.8090  226.1035  147.0273
11086.47   -291.5695  -202.0014   -146.9037   -86.2986   -200.2920   -131.5763  -91.1832   -51.5319    117.3471  128.0765   111.5887   71.7507    278.2280  259.1768   210.4085  137.7865   315.3680  281.1366  224.8182  148.9171
11098.78   -296.5708  -211.2805   -146.9898   -87.8546   -203.5981   -132.0684  -94.7469   -55.4873    115.5145  127.9579   110.4288   76.3612    276.5801  257.0861   210.8486  138.4881   311.1931  282.8447  229.8458  148.7620
11111.11   -298.2856  -209.8072   -148.8022   -93.3996   -206.3995   -134.0386  -92.7627   -55.5543    119.6259  131.0588   110.3786   75.0759    283.3663  262.8497   215.7092  141.9511   316.3569  288.2968  228.3046  151.2049
11123.47   -298.2988  -210.0866   -151.2026   -86.7847   -204.4390   -133.9933  -92.6319   -50.6369    122.5403  134.4244   114.1095   80.0178    289.2243  265.3385   216.6010  144.8215   323.0058  297.4794  234.5606  152.1067
11135.86   -298.0544  -209.0067   -150.4006   -88.3434   -198.9676   -131.2711  -87.9199   -53.2003    128.2086  137.9988   117.6935   81.8995    297.3624  278.4486   222.8363  142.9787   329.7379  298.7736  240.4274  154.3487
11148.27   -294.1028  -203.0004   -144.7645   -87.7329   -190.0400   -124.2746  -86.2262   -50.1166    142.1464  147.0695   123.3567   86.2861    304.7817  285.1445   227.0711  148.0896   343.3198  305.4149  245.5243  158.5433
11160.71   -279.8083  -195.3483   -142.5283   -83.7868   -183.4797   -113.7641  -76.7472   -46.8620    150.0964  156.0874   131.5517   87.3306    318.5966  286.2587   233.6194  150.1938   354.3782  312.5712  247.9327  162.6336
11173.18   -271.2016  -187.6780   -133.9416   -81.0349   -163.1941   -106.7988  -69.2638   -42.8234    162.4816  164.7688   136.2478   90.4107    331.4651  298.0413   240.0942  154.7378   368.5744  322.9978  260.1322  167.0025
11185.68   -256.3818  -181.3067   -127.2681   -75.6196   -144.7763    -92.4941  -60.1449   -35.0926    180.4276  178.0344   146.5367   98.5790    348.0789  307.2033   242.6171  156.3166   383.9631  330.8851  263.3265  168.7372
11198.21   -239.6067  -166.4549   -120.3851   -71.8139   -124.3286    -77.6220  -49.4047   -27.4184    202.4945  189.3618   154.1191  100.3698    361.9175  320.9888   255.1471  164.3126   395.3183  342.5015  269.6031  176.3261
11210.76   -220.6101  -155.8892   -111.5131   -65.1351    -97.8032    -58.0123  -36.3812   -22.9782    223.9668  205.9827   163.2780  107.2635    380.3787  331.8516   263.7087  169.7807   408.3210  352.1499  277.6898  178.6807
11223.34   -197.8752  -141.7502   -100.7362   -60.7652    -73.8076    -39.4282  -20.5586   -13.3930    246.0694  217.2841   174.6161  115.5994    396.0439  343.2136   273.1714  172.6480   428.4984  364.4282  289.9755  185.2208
11235.96   -178.4121  -125.0077    -91.0520   -55.9627    -44.1167    -17.0483   -9.5642    -3.7380    265.3538  235.7944   187.7309  122.8929    416.3205  353.8773   280.9619  179.3406   444.8481  378.3821  294.5371  185.9298
11248.59   -156.9035  -105.3162    -77.6207   -43.2838    -14.0495      4.1350    4.4813     5.3357    291.3863  255.7498   198.2257  126.1166    438.8504  369.2851   289.2809  185.9980   464.2482  391.9884  301.6842  194.1895
11261.26   -130.9864   -90.7031    -62.9267   -39.7642     16.0992     22.5081   20.7199    15.0389    313.7735  265.7653   209.6371  136.5365    454.5095  380.7038   299.4112  190.5745   481.4638  398.8266  312.5202  195.8229
11273.96   -104.3235   -70.0541    -51.2270   -32.6142     45.5366     42.2516   35.8449    22.1039    338.1604  285.0285   221.7798  139.8157    471.6736  390.2286   305.5488  192.2045   497.1981  411.6396  317.7879  202.1739
11286.68    -84.7774   -57.6809    -42.9056   -27.3006     73.7412     67.8542   48.1491    31.0523    361.2214  302.1682   228.7592  145.9660    489.9375  403.4318   315.3302  197.8594   513.7496  419.6024  323.7054  206.5996
11299.44    -57.1673   -39.1319    -26.0967   -17.4459    109.7238     85.9736   68.5355    39.6472    385.9664  313.4481   243.0161  151.2560    504.3461  413.6572   323.6377  200.5495   530.7749  431.5811  330.0163  211.2832
11312.22    -35.0167   -27.3860    -17.0029    -9.7710    131.5251    107.9270   78.8486    49.6003    400.7504  329.9172   252.5740  158.6830    518.2262  423.5494   321.7757  206.0211   543.4279  438.1461  336.1178  212.6490
11325.03    -14.3921   -11.3139     -5.3125    -3.7669    160.0078    128.0697   93.6030    57.1958    423.1416  340.7074   260.5956  166.7617    531.4992  434.1431   329.1943  207.9725   553.7388  445.1793  337.1425  212.3417
11337.87      5.0881     0.9795      6.2013     2.4863    185.4569    141.2137  106.3217    64.6821    439.4742  349.2649   266.7899  166.6985    544.2375  436.2199   334.3091  211.0993   564.2362  450.0300  345.5577  215.9409
11350.74     21.8193    14.4358     10.3770     7.0248    203.6064    152.4059  116.3336    72.0781    450.3997  356.7167   274.9504  172.3591    547.7586  441.5533   338.8816  211.1084   569.7967  451.3890  344.7951  217.5006
11363.64     35.1616    23.6075     19.9198    11.4648    220.3962    163.7643  124.2731    76.3355    467.3526  364.1123   279.7945  172.9400    556.0670  440.3361   336.7656  216.5674   575.1704  455.8569  349.1393  219.6318
11376.56     46.1928    32.6130     22.4872    13.2906    230.3655    173.3496  132.9440    78.4062    468.2785  368.8173   277.1982  173.1274    557.4201  444.7432   339.5357  214.8023   576.8138  456.0571  348.3847  216.8782
11389.52     49.7445    40.0581     25.7286    17.4035    237.9616    177.6850  134.1119    82.6859    467.5192  368.2826   280.3784  176.7728    562.7812  442.0625   339.3770  211.6044   577.4032  450.3611  342.2952  217.0548
11402.51     55.5833    39.9639     28.5823    18.6060    243.6247    182.2038  135.4505    82.1777    468.8098  372.1660   279.4515  173.8593    554.4420  440.1457   335.6273  210.7996   571.7268  452.1820  341.9460  215.9004
11415.53     54.3586    42.2489     25.0344    18.0005    238.7745    181.0693  135.3055    82.5267    467.6902  366.1064   276.3347  173.6207    548.0284  435.0177   328.9660  209.5080   565.8160  448.2092  339.6639  212.2410
11428.57     51.4046    39.6767     32.0469    20.8831    238.7439    176.4726  130.8763    82.8880    457.1282  360.1984   273.6990  172.3102    539.5927  426.7708   327.0742  206.6995   553.4135  439.2652  333.5339  206.9622
11441.65     46.1720    33.9485     24.0809    14.3219    229.3414    172.5783  129.1082    76.8333    444.3165  353.0206   267.7248  168.2237    529.6260  419.0475   317.4864  200.1770   544.3620  432.1479  326.6361  201.4844
11454.75     38.1894    26.9673     17.5550    12.8427    219.4182    161.2387  125.3697    76.4357    432.7782  337.1754   256.9231  161.7210    511.3588  407.7099   313.8713  196.0431   530.0091  420.6046  320.1219  199.7150
11467.89     27.5356    19.6980     13.1534     8.9505    199.3247    150.2885  112.3582    70.9127    414.8671  331.6690   249.4276  157.7412    497.7582  397.0708   306.0714  191.8247   517.3456  408.5974  311.3284  194.5595
11481.06     11.5975     9.5833      6.7751     8.5419    184.8379    140.3229  102.2938    66.1296    400.5048  314.0971   240.9957  151.6502    483.6022  383.9162   295.5889  185.6231   495.0384  393.6445  299.1047  190.0149
